departamento,municipio,ubicacion,altitud
amazonas,santander (araracuara),"(-1.1, -71.12)",118
amazonas,santander (araracuara),"(-0.93, -71.78)",125
amazonas,santander (araracuara),"(-0.7, -72.54999722)",133
caquetá,solano,"(-0.6, -72.47)",132
amazonas,la chorrera,"(-0.62833333, -73.19255556)",137
caquetá,solano,"(-0.61736111, -72.38230556)",130
amazonas,santander (araracuara),"(-0.61666667, -72.96666667)",135
amazonas,santander (araracuara),"(-0.55988889, -72.14494444)",129
putumayo,puerto leguízamo,"(-0.19972222, -74.78011111)",147
putumayo,puerto leguízamo,"(-0.18061111, -74.77627778)",147
caquetá,solano,"(-0.11497222, -74.55183333)",152
putumayo,puerto leguízamo,"(-0.06075, -74.66522222)",153
putumayo,puerto leguízamo,"(-0.05747222, -74.66694444)",153
putumayo,puerto leguízamo,"(0.04694444, -75.62972222)",195
nariño,puerres,"(0.80491667, -77.30361111)",1776
amazonas,puerto alegría,"(-0.55916667, -74.38666667)",140
putumayo,puerto leguízamo,"(-0.33891667, -74.01463889)",145
putumayo,puerto leguízamo,"(-0.2, -74.76666667)",147
caquetá,solano,"(-0.49, -73.53)",139
putumayo,puerto leguízamo,"(-0.2, -74.29)",148
putumayo,puerto leguízamo,"(0.11666667, -75.86666667)",155
putumayo,puerto leguízamo,"(-0.38769444, -74.57933333)",185
putumayo,puerto leguízamo,"(0.13286111, -75.85111111)",190
putumayo,san miguel (la dorada),"(0.27927778, -76.92725)",500
putumayo,puerto leguízamo,"(0.33811111, -76.07825)",195
caquetá,solano,"(0.7375, -75.23611111)",219
putumayo,puerto asís,"(0.38433333, -76.39680556)",245
putumayo,puerto asís,"(0.39541667, -76.33613889)",200
putumayo,puerto asís,"(0.47361111, -76.48022222)",260
putumayo,puerto asís,"(0.47363889, -76.48125)",200
putumayo,valle del guamuez (la hormiga),"(0.47697222, -77.09972222)",500
putumayo,puerto asís,"(0.58269444, -76.57694444)",250
putumayo,puerto caicedo,"(0.68591667, -76.60516667)",300
putumayo,valle del guamuez (la hormiga),"(0.48333333, -76.81666667)",500
putumayo,puerto asís,"(0.5, -76.51666667)",260
caquetá,cartagena del chairá,"(0.6, -74.41666667)",200
putumayo,villagarzón,"(0.78875, -76.57930556)",350
nariño,potosí,"(0.81625, -77.56852778)",2746
nariño,cuaspud (carlosama),"(0.84416667, -77.68588889)",2920
nariño,aldana,"(0.85708333, -77.67775)",2961
nariño,puerres,"(0.88825, -77.50291667)",2817
nariño,potosí,"(0.81666667, -77.55)",30
nariño,pasto,"(0.88333333, -77.15)",1550
putumayo,villagarzón,"(0.9, -76.56666667)",320
nariño,gualmatán,"(0.90666667, -77.58138889)",2830
vaupes,mitú,"(0.9, -70.77)",195
vaupes,mitú,"(0.91, -70.78)",195
magdalena,santa marta,"(11.24416667, -73.68527778)",40
magdalena,santa marta,"(11.24944444, -73.7625)",28
la guajira,dibulla,"(11.2525, -73.41138889)",5
magdalena,santa marta,"(11.25013056, -73.76475)",30
la guajira,riohacha,"(11.25205556, -73.16338889)",14
magdalena,santa marta,"(11.25602778, -73.87672222)",40
magdalena,santa marta,"(11.25638889, -73.83666667)",45
la guajira,riohacha,"(11.26388889, -73.03027778)",20
la guajira,riohacha,"(11.25, -72.91666667)",46
magdalena,santa marta,"(11.26666667, -73.88333333)",30
magdalena,santa marta,"(11.26666667, -73.68333333)",480
la guajira,maicao,"(11.26666667, -72.36666667)",50
magdalena,santa marta,"(11.24455556, -73.56861111)",30
la guajira,dibulla,"(11.27522222, -73.31219444)",5
magdalena,santa marta,"(11.27763889, -73.94155556)",50
la guajira,maicao,"(11.36013889, -72.13244444)",35
la guajira,riohacha,"(11.38177778, -72.9135)",10
la guajira,maicao,"(11.23411111, -72.35880556)",110
la guajira,riohacha,"(11.42883333, -73.05272222)",5
la guajira,maicao,"(11.43775, -72.46997222)",85
la guajira,riohacha,"(11.28333333, -72.88333333)",58
la guajira,maicao,"(11.29805556, -72.19138889)",500
la guajira,maicao,"(11.38333333, -72.25)",50
la guajira,maicao,"(11.4, -72.25)",53
la guajira,maicao,"(11.43333333, -72.55)",85
la guajira,maicao,"(11.44011111, -72.55377778)",85
magdalena,santa marta,"(11.47233889, -74.21320278)",15
la guajira,riohacha,"(11.48077778, -72.71516667)",40
la guajira,riohacha,"(11.52961111, -72.91766667)",4
la guajira,manaure,"(11.48213889, -72.55897222)",80
la guajira,riohacha,"(11.51666667, -72.86666667)",10
cesar,el paso,"(9.63252778, -73.63572222)",45
antioquia,turbo,"(7.98741667, -76.63852778)",5
norte de santander,cúcuta,"(7.99302778, -72.46172222)",953
cesar,san martín (cesar),"(7.99555556, -73.43972222)",271
antioquia,turbo,"(7.99441667, -76.63175)",51
antioquia,turbo,"(8.0, -76.95)",1
córdoba,tierralta,"(8.0, -76.25)",77
antioquia,caucasia,"(8.0, -75.2)",70
antioquia,caucasia,"(8.0, -75.16666667)",45
norte de santander,cúcuta,"(8.0, -72.5)",250
